Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Year,Month,Month_Name,Quarter,Week,Day,Day_Name,Season,Anomaly,Z_Score,Cluster
1963,CA-2018-110905,2018-09-10,2018-09-15,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807.0,Central,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,13.71,2018,9,September,3,37,10,Monday,Autumn,Normal,-0.3463966892374436,2
1964,CA-2018-110905,2018-09-10,2018-09-15,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807.0,Central,OFF-PA-10002586,Office Supplies,Paper,Xerox 1970,24.9,2018,9,September,3,37,10,Monday,Autumn,Normal,-0.32853897363587076,2
1965,CA-2018-110905,2018-09-10,2018-09-15,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807.0,Central,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,286.29,2018,9,September,3,37,10,Monday,Autumn,Normal,0.08860385756119168,2
1966,CA-2018-110905,2018-09-10,2018-09-15,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807.0,Central,OFF-AP-10003281,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,24.18,2018,9,September,3,37,10,Monday,Autumn,Normal,-0.32968799555125344,2
1967,CA-2018-165841,2018-12-21,2018-12-28,Standard Class,DB-13210,Dean Braden,Consumer,United States,Paterson,New Jersey,7501.0,East,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,281.97,2018,12,December,4,51,21,Friday,Winter,Normal,0.08170972606889548,1
1968,CA-2018-165841,2018-12-21,2018-12-28,Standard Class,DB-13210,Dean Braden,Consumer,United States,Paterson,New Jersey,7501.0,East,OFF-SU-10000898,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",69.5,2018,12,December,4,51,21,Friday,Winter,Normal,-0.2573634494329977,1
1969,CA-2018-165841,2018-12-21,2018-12-28,Standard Class,DB-13210,Dean Braden,Consumer,United States,Paterson,New Jersey,7501.0,East,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,166.44,2018,12,December,4,51,21,Friday,Winter,Normal,-0.10266041543688757,1
1970,CA-2018-117485,2018-09-23,2018-09-29,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Tulsa,Oklahoma,74133.0,Central,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,291.96,2018,9,September,3,38,23,Sunday,Autumn,Normal,0.09765240514483042,2
1971,CA-2018-140242,2018-05-06,2018-05-11,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Chicago,Illinois,60623.0,Central,OFF-AR-10004752,Office Supplies,Art,Blackstonian Pencils,6.408,2018,5,May,2,18,6,Sunday,Spring,Normal,-0.35804968649594987,2
1972,CA-2018-140242,2018-05-06,2018-05-11,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Chicago,Illinois,60623.0,Central,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.744,2018,5,May,2,18,6,Sunday,Spring,Normal,0.284023759819905,2
1973,CA-2015-148950,2015-12-14,2015-12-19,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Chicago,Illinois,60610.0,Central,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,5.104,2015,12,December,4,51,14,Monday,Winter,Normal,-0.3601306928538096,2
1974,CA-2015-148950,2015-12-14,2015-12-19,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Chicago,Illinois,60610.0,Central,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,2.896,2015,12,December,4,51,14,Monday,Winter,Normal,-0.3636543600609833,2
1975,CA-2015-148950,2015-12-14,2015-12-19,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Chicago,Illinois,60610.0,Central,TEC-AC-10002718,Technology,Accessories,Belkin Standard 104 key USB Keyboard,35.016,2015,12,December,4,51,14,Monday,Winter,Normal,-0.31239521572474377,2
1976,CA-2015-110408,2015-10-18,2015-10-20,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Montgomery,Alabama,36116.0,South,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",275.97,2015,10,October,4,42,18,Sunday,Autumn,Normal,0.07213454344070629,1
1977,CA-2015-110408,2015-10-18,2015-10-20,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Montgomery,Alabama,36116.0,South,TEC-PH-10002352,Technology,Phones,Avaya IP Phone 1140E VoIP phone,1394.95,2015,10,October,4,42,18,Sunday,Autumn,Anomaly,1.8578741863225645,1
1978,CA-2015-110408,2015-10-18,2015-10-20,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Montgomery,Alabama,36116.0,South,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",545.88,2015,10,October,4,42,18,Sunday,Autumn,Normal,0.5028741339697973,1
1979,CA-2016-109939,2016-05-08,2016-05-12,Standard Class,AA-10375,Allen Armold,Consumer,United States,Salem,Oregon,97301.0,West,OFF-AR-10000127,Office Supplies,Art,Newell 321,5.248,2016,5,May,2,18,8,Sunday,Spring,Normal,-0.35990088847073315,2
1980,CA-2017-112669,2017-04-14,2017-04-14,Same Day,KT-16465,Kean Takahito,Consumer,United States,Glendale,Arizona,85301.0,West,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,933.536,2017,4,April,2,15,14,Friday,Spring,Normal,1.1215203001220158,2
1981,CA-2017-112669,2017-04-14,2017-04-14,Same Day,KT-16465,Kean Takahito,Consumer,United States,Glendale,Arizona,85301.0,West,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",42.976,2017,4,April,2,15,14,Friday,Spring,Normal,-0.2996921401046794,2
1982,CA-2016-119592,2016-12-14,2016-12-16,Second Class,MM-18280,Muhammed MacIntyre,Corporate,United States,Columbus,Georgia,31907.0,South,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,3.76,2016,12,December,4,50,14,Wednesday,Winter,Normal,-0.362275533762524,1
1983,CA-2015-122749,2015-12-03,2015-12-09,Standard Class,NG-18430,Nathan Gelder,Consumer,United States,Oklahoma City,Oklahoma,73120.0,Central,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,479.96,2015,12,December,4,49,3,Thursday,Winter,Normal,0.39767479416142526,2
1984,CA-2015-164721,2015-11-25,2015-11-27,Second Class,LW-16825,Laurel Workman,Corporate,United States,Brentwood,California,94513.0,West,OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,320.88,2015,11,November,4,48,25,Wednesday,Autumn,Normal,0.14380478541270236,2
1985,CA-2015-164721,2015-11-25,2015-11-27,Second Class,LW-16825,Laurel Workman,Corporate,United States,Brentwood,California,94513.0,West,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,23.88,2015,11,November,4,48,25,Wednesday,Autumn,Normal,-0.33016675468266293,2
1986,CA-2015-164721,2015-11-25,2015-11-27,Second Class,LW-16825,Laurel Workman,Corporate,United States,Brentwood,California,94513.0,West,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",26.76,2015,11,November,4,48,25,Wednesday,Autumn,Normal,-0.32557066702113213,2
1987,CA-2017-147417,2017-07-25,2017-07-27,First Class,CB-12415,Christy Brittain,Consumer,United States,Columbus,Ohio,43229.0,East,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,1439.976,2017,7,July,3,30,25,Tuesday,Summer,Anomaly,1.9297295484920391,1
1988,CA-2016-127509,2016-11-09,2016-11-13,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807.0,Central,OFF-BI-10002393,Office Supplies,Binders,Binder Posts,17.22,2016,11,November,4,45,9,Wednesday,Autumn,Normal,-0.34079520739995295,2
1989,CA-2016-127509,2016-11-09,2016-11-13,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807.0,Central,FUR-TA-10002855,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,1024.38,2016,11,November,4,45,9,Wednesday,Autumn,Anomaly,1.266494948567886,2
1990,CA-2016-127509,2016-11-09,2016-11-13,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807.0,Central,OFF-EN-10000781,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",26.22,2016,11,November,4,45,9,Wednesday,Autumn,Normal,-0.32643243345766915,2
1991,CA-2016-127509,2016-11-09,2016-11-13,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807.0,Central,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,17.34,2016,11,November,4,45,9,Wednesday,Autumn,Normal,-0.34060370374738913,2
1992,CA-2018-111374,2018-02-24,2018-02-28,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",4.956,2018,2,February,1,8,24,Saturday,Winter,Normal,-0.36036688069197165,1
1993,CA-2018-133648,2018-06-25,2018-07-02,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Springfield,Oregon,97477.0,West,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,71.04,2018,6,June,2,26,25,Monday,Summer,Normal,-0.2549058192250958,2
1994,CA-2018-133648,2018-06-25,2018-07-02,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Springfield,Oregon,97477.0,West,OFF-AR-10002257,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",5.344,2018,6,June,2,26,25,Monday,Summer,Normal,-0.3597476855486821,2
1995,CA-2018-133648,2018-06-25,2018-07-02,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Springfield,Oregon,97477.0,West,OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,11.304,2018,6,June,2,26,25,Monday,Summer,Normal,-0.35023633747134747,2
1996,US-2018-147221,2018-12-02,2018-12-04,Second Class,JS-16030,Joy Smith,Consumer,United States,Houston,Texas,77036.0,Central,OFF-AP-10002534,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,294.62,2018,12,December,4,48,2,Sunday,Winter,Normal,0.101897402776661,2
1997,US-2018-147221,2018-12-02,2018-12-04,Second Class,JS-16030,Joy Smith,Consumer,United States,Houston,Texas,77036.0,Central,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,8.752,2018,12,December,4,48,2,Sunday,Winter,Normal,-0.3543089818158706,2
1998,CA-2015-131905,2015-02-06,2015-02-09,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320.0,South,OFF-LA-10002787,Office Supplies,Labels,Avery 480,15.0,2015,2,February,1,6,6,Friday,Winter,Normal,-0.3443380249723829,1
1999,CA-2015-131905,2015-02-06,2015-02-09,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320.0,South,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,161.61,2015,2,February,1,6,6,Friday,Winter,Normal,-0.11036843745257986,1
2000,CA-2015-131905,2015-02-06,2015-02-09,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320.0,South,TEC-PH-10001615,Technology,Phones,AT&T CL82213,144.95,2015,2,February,1,6,6,Friday,Winter,Normal,-0.13695552788351856,1
2001,CA-2018-166128,2018-04-11,2018-04-18,Standard Class,LW-17215,Luke Weiss,Consumer,United States,Pasadena,California,91104.0,West,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,199.95,2018,4,April,2,15,11,Wednesday,Spring,Normal,-0.049183020458450924,2
2002,CA-2018-166128,2018-04-11,2018-04-18,Standard Class,LW-17215,Luke Weiss,Consumer,United States,Pasadena,California,91104.0,West,OFF-AR-10001221,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",41.86,2018,4,April,2,15,11,Wednesday,Spring,Normal,-0.3014731240735226,2
2003,CA-2018-163510,2018-12-25,2018-12-28,Second Class,JW-15955,Joni Wasserman,Consumer,United States,Louisville,Kentucky,40214.0,South,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,95.94,2018,12,December,4,52,25,Tuesday,Winter,Normal,-0.21516881131811066,1
2004,CA-2018-163510,2018-12-25,2018-12-28,Second Class,JW-15955,Joni Wasserman,Consumer,United States,Louisville,Kentucky,40214.0,South,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",304.45,2018,12,December,4,52,25,Tuesday,Winter,Normal,0.1175847436491776,1
2005,US-2018-143028,2018-04-11,2018-04-18,Standard Class,SC-20050,Sample Company A,Home Office,United States,Lubbock,Texas,79424.0,Central,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,11.364,2018,4,April,2,15,11,Wednesday,Spring,Normal,-0.35014058564506556,2
2006,CA-2015-111150,2015-12-31,2016-01-04,Standard Class,RW-19630,Rob Williams,Corporate,United States,Columbia,Missouri,65203.0,Central,OFF-AR-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",29.68,2015,12,December,4,53,31,Thursday,Winter,Normal,-0.3209107448087467,2
2007,CA-2015-111150,2015-12-31,2016-01-04,Standard Class,RW-19630,Rob Williams,Corporate,United States,Columbia,Missouri,65203.0,Central,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,47.53,2015,12,December,4,53,31,Thursday,Winter,Normal,-0.29242457648988385,2
2008,CA-2018-165386,2018-08-03,2018-08-04,First Class,CM-12190,Charlotte Melton,Consumer,United States,Chicago,Illinois,60623.0,Central,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",183.372,2018,8,August,3,31,3,Friday,Summer,Normal,-0.07563925006013764,2
2009,CA-2015-116407,2015-11-15,2015-11-21,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Johnson City,Tennessee,37604.0,South,OFF-AR-10001315,Office Supplies,Art,Newell 310,4.224,2015,11,November,4,46,15,Sunday,Autumn,Normal,-0.36153505297261074,1
2010,CA-2015-116407,2015-11-15,2015-11-21,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Johnson City,Tennessee,37604.0,South,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",333.056,2015,11,November,4,46,15,Sunday,Autumn,Normal,0.16323602269284096,1
2011,CA-2015-116407,2015-11-15,2015-11-21,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Johnson City,Tennessee,37604.0,South,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",24.896,2015,11,November,4,46,15,Sunday,Autumn,Normal,-0.32854535709095617,1
2012,CA-2016-155761,2016-12-11,2016-12-11,Same Day,SC-20800,Stuart Calhoun,Consumer,United States,Houston,Texas,77041.0,Central,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,159.984,2016,12,December,4,49,11,Sunday,Winter,Normal,-0.11296331194481914,2
2013,CA-2016-155761,2016-12-11,2016-12-11,Same Day,SC-20800,Stuart Calhoun,Consumer,United States,Houston,Texas,77041.0,Central,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,46.344,2016,12,December,4,49,11,Sunday,Winter,Normal,-0.2943172709227226,2
2014,CA-2017-145905,2017-09-18,2017-09-23,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Auburn,Alabama,36830.0,South,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,350.98,2017,9,September,3,38,18,Monday,Autumn,Normal,0.1918402849307849,1
2015,CA-2017-145905,2017-09-18,2017-09-23,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Auburn,Alabama,36830.0,South,OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,13.08,2017,9,September,3,38,18,Monday,Autumn,Normal,-0.34740208341340345,1
2016,CA-2017-145905,2017-09-18,2017-09-23,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Auburn,Alabama,36830.0,South,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,900.08,2017,9,September,3,38,18,Monday,Autumn,Normal,1.0681290817872329,1
2017,CA-2016-113110,2016-03-19,2016-03-23,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404.0,West,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,17.568,2016,3,March,1,11,19,Saturday,Spring,Normal,-0.34023984680751795,2
2018,CA-2016-113110,2016-03-19,2016-03-23,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404.0,West,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,14.62,2016,3,March,1,11,19,Saturday,Spring,Normal,-0.3449444532055016,2
2019,CA-2016-113110,2016-03-19,2016-03-23,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404.0,West,OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,33.36,2016,3,March,1,11,19,Saturday,Spring,Normal,-0.31503796613012397,2
2020,CA-2016-113110,2016-03-19,2016-03-23,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404.0,West,OFF-PA-10002749,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",40.14,2016,3,March,1,11,19,Saturday,Spring,Normal,-0.3042180097602702,2
2021,CA-2017-168354,2017-09-19,2017-09-21,First Class,RH-19510,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,2908.0,East,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",1606.23,2017,9,September,3,38,19,Tuesday,Autumn,Anomaly,2.1950482839365333,1
2022,CA-2017-168354,2017-09-19,2017-09-21,First Class,RH-19510,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,2908.0,East,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",17.04,2017,9,September,3,38,19,Tuesday,Autumn,Normal,-0.3410824628787986,1
2023,CA-2017-168354,2017-09-19,2017-09-21,First Class,RH-19510,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,2908.0,East,OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder,49.53,2017,9,September,3,38,19,Tuesday,Autumn,Normal,-0.2892328489471541,1
2024,CA-2017-168354,2017-09-19,2017-09-21,First Class,RH-19510,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,2908.0,East,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",872.32,2017,9,September,3,38,19,Tuesday,Autumn,Normal,1.0238279034941442,1
2025,US-2018-111241,2018-08-20,2018-08-22,Second Class,GM-14500,Gene McClure,Consumer,United States,Fresno,California,93727.0,West,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,239.12,2018,8,August,3,34,20,Monday,Summer,Normal,0.013326963465910918,2
2026,CA-2016-114237,2016-03-13,2016-03-15,First Class,MC-17275,Marc Crier,Consumer,United States,Seattle,Washington,98103.0,West,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",141.96,2016,3,March,1,10,13,Sunday,Spring,Normal,-0.14172716055989948,2
2027,CA-2017-113516,2017-09-08,2017-09-10,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Lancaster,California,93534.0,West,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",33.024,2017,9,September,3,36,8,Friday,Autumn,Normal,-0.31557417635730256,2
2028,CA-2017-113516,2017-09-08,2017-09-10,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Lancaster,California,93534.0,West,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,67.136,2017,9,September,3,36,8,Friday,Autumn,Normal,-0.26113607138850425,2
2029,CA-2016-117961,2016-11-26,2016-11-30,Standard Class,GP-14740,Guy Phonely,Corporate,United States,Leominster,Massachusetts,1453.0,East,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",14.73,2016,11,November,4,47,26,Saturday,Autumn,Normal,-0.3447689081906515,1
2030,CA-2016-117961,2016-11-26,2016-11-30,Standard Class,GP-14740,Guy Phonely,Corporate,United States,Leominster,Massachusetts,1453.0,East,OFF-ST-10001172,Office Supplies,Storage,"Tennsco Lockers, Sand",104.9,2016,11,November,4,47,26,Saturday,Autumn,Normal,-0.20086987192668143,1
2031,CA-2016-117961,2016-11-26,2016-11-30,Standard Class,GP-14740,Guy Phonely,Corporate,United States,Leominster,Massachusetts,1453.0,East,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,61.04,2016,11,November,4,47,26,Saturday,Autumn,Normal,-0.2708644569387445,1
2032,CA-2016-117961,2016-11-26,2016-11-30,Standard Class,GP-14740,Guy Phonely,Corporate,United States,Leominster,Massachusetts,1453.0,East,OFF-PA-10001274,Office Supplies,Paper,Loose Memo Sheets,10.95,2016,11,November,4,47,26,Saturday,Autumn,Normal,-0.35080127324641064,1
2033,CA-2017-128923,2017-12-09,2017-12-13,Standard Class,GB-14530,George Bell,Corporate,United States,Fort Worth,Texas,76106.0,Central,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,9.392,2017,12,December,4,49,9,Saturday,Winter,Normal,-0.3532876290021971,2
2034,CA-2017-128923,2017-12-09,2017-12-13,Standard Class,GB-14530,George Bell,Corporate,United States,Fort Worth,Texas,76106.0,Central,OFF-AR-10000475,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",9.328,2017,12,December,4,49,9,Saturday,Winter,Normal,-0.35338976428356444,2
2035,CA-2018-162481,2018-09-25,2018-09-29,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Rochester,Minnesota,55901.0,Central,OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco,8.26,2018,9,September,3,39,25,Tuesday,Autumn,Normal,-0.3550941467913821,2
2036,CA-2018-162481,2018-09-25,2018-09-29,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Rochester,Minnesota,55901.0,Central,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",269.97,2018,9,September,3,39,25,Tuesday,Autumn,Normal,0.06255936081251708,2
2037,CA-2016-119214,2016-01-23,2016-01-27,Standard Class,CW-11905,Carl Weiss,Home Office,United States,Bozeman,Montana,59715.0,West,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",29.04,2016,1,January,1,3,23,Saturday,Winter,Normal,-0.3219320976224202,2
2038,CA-2016-119214,2016-01-23,2016-01-27,Standard Class,CW-11905,Carl Weiss,Home Office,United States,Bozeman,Montana,59715.0,West,OFF-LA-10003077,Office Supplies,Labels,Avery 500,14.62,2016,1,January,1,3,23,Saturday,Winter,Normal,-0.3449444532055016,2
2039,CA-2016-122287,2016-06-18,2016-06-23,Standard Class,SN-20560,Skye Norling,Home Office,United States,Peoria,Arizona,85345.0,West,OFF-PA-10001661,Office Supplies,Paper,Xerox 1922,11.952,2016,6,June,2,24,18,Saturday,Summer,Normal,-0.34920221774750304,2
2040,CA-2016-122287,2016-06-18,2016-06-23,Standard Class,SN-20560,Skye Norling,Home Office,United States,Peoria,Arizona,85345.0,West,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,4.536,2016,6,June,2,24,18,Saturday,Summer,Normal,-0.3610371434759449,2
2041,CA-2016-122287,2016-06-18,2016-06-23,Standard Class,SN-20560,Skye Norling,Home Office,United States,Peoria,Arizona,85345.0,West,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,9.156,2016,6,June,2,24,18,Saturday,Summer,Normal,-0.3536642528522392,2
2042,CA-2016-122287,2016-06-18,2016-06-23,Standard Class,SN-20560,Skye Norling,Home Office,United States,Peoria,Arizona,85345.0,West,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,75.36,2016,6,June,2,24,18,Saturday,Summer,Normal,-0.24801168773279958,2
2043,CA-2016-104493,2016-10-02,2016-10-08,Standard Class,EB-13705,Ed Braxton,Corporate,United States,San Diego,California,92105.0,West,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,57.504,2016,10,October,4,39,2,Sunday,Autumn,Normal,-0.27650743123429067,2
2044,US-2018-158946,2018-11-18,2018-11-23,Standard Class,JW-15220,Jane Waco,Corporate,United States,Lakewood,Ohio,44107.0,East,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,38.864,2018,11,November,4,46,18,Sunday,Autumn,Normal,-0.30625433193253176,1
2045,CA-2015-129168,2015-08-17,2015-08-23,Standard Class,KB-16585,Ken Black,Corporate,United States,Houston,Texas,77095.0,Central,OFF-PA-10001639,Office Supplies,Paper,Xerox 203,15.552,2015,8,August,3,34,17,Monday,Summer,Normal,-0.34345710817058955,2
2046,CA-2017-131835,2017-07-17,2017-07-21,Standard Class,MC-17590,Matt Collister,Corporate,United States,Perth Amboy,New Jersey,8861.0,East,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,162.64,2017,7,July,3,29,17,Monday,Summer,Normal,-0.10872469776807409,1
2047,CA-2017-131835,2017-07-17,2017-07-21,Standard Class,MC-17590,Matt Collister,Corporate,United States,Perth Amboy,New Jersey,8861.0,East,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,597.0,2017,7,July,3,29,17,Monday,Summer,Normal,0.5844546899619693,1
2048,CA-2017-131835,2017-07-17,2017-07-21,Standard Class,MC-17590,Matt Collister,Corporate,United States,Perth Amboy,New Jersey,8861.0,East,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48,2017,7,July,3,29,17,Monday,Summer,Normal,-0.27973745950753315,1
2049,CA-2016-142237,2016-07-11,2016-07-13,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",289.8,2016,7,July,3,28,11,Monday,Summer,Normal,0.09420533939868235,1
2050,CA-2016-142237,2016-07-11,2016-07-13,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,2.502,2016,7,July,3,28,11,Monday,Summer,Normal,-0.364283130386901,1
